약국 이름,주소,경도,위도
보람약국,전라남도 영암군 삼호읍 대불주거로 98 (삼호읍),126.4621838,34.7494148
도담약국,전라남도 무안군 삼향읍 남악3로82번가길 22 108호,126.4624735,34.8135164
솜니한약국,충청남도 서산시 율지2로 13 (동문동),126.4632826,36.7769681
서산약국,충청남도 서산시 석림4로 87 (석림동),126.463352,36.7734037
푸른약국,충청남도 서산시 석림4로 90 (석림동),126.4633736,36.7737147
청담약국,"충청남도 서산시 중앙로 135 1층 (석림동, 비타민빌딩)",126.4638508,36.7758023
참조은약국,전라남도 무안군 삼향읍 대죽동로 30 1층,126.4644406,34.8111948
종합약국,전라남도 무안군 삼향읍 남악로162번길 80 1층,126.464716,34.8035267
바른약국,전라남도 무안군 삼향읍 남악3로82번길 42 가온빌딩 1층 101호,126.4648817,34.8127007
우리들온누리약국,전라남도 무안군 삼향읍 남악4로 71 1층 102호,126.4654578,34.812144
정은약국,전라남도 무안군 삼향읍 남악4로 49 중앙프라자 1층 107호,126.4655638,34.8100191
큰사랑건강약국,충청남도 서산시 중앙로 153 (석림동),126.4656351,36.7746945
정문약국,충청남도 서산시 중앙로 153 (석림동),126.4656351,36.7746945
삼성약국,"충청남도 서산시 벌말1길 60 1,2층 (동문동)",126.4659708,36.7765381
365약국,제주특별자치도 제주시 서해안로 161 (도두일동),126.4660485,33.5040047
마음편한약국,전라남도 무안군 삼향읍 남악4로34번길 6 132호 (에드가채움 주상복합 아파트),126.4663898,34.8078875
남악약국,"전라남도 무안군 삼향읍 남악4로 86 한양에드가 오피스텔 1차 1층 106,113호",126.4664143,34.8131458
삼호약국,전라남도 영암군 삼호읍 삼호중앙로 164 (삼호읍),126.4687232,34.7452899
대불약국,전라남도 영암군 삼호읍 삼호중앙로 167 167,126.4691796,34.7455316
제주예스약국,제주특별자치도 제주시 억삼길 35-57 가동 1층 3호 (이호이동),126.4712454,33.4917387
지아약국,제주특별자치도 제주시 억삼길 35-57 가동 1층 4호 (이호이동),126.4712454,33.4917387
정존약국,제주특별자치도 제주시 고사마루길 2 1층 (노형동),126.4722451,33.4802899
두리약국,제주특별자치도 제주시 수덕로 41 1층 (노형동),126.4727553,33.4861483
윤약국,전라남도 무안군 삼향읍 남악5로48번길 17 (삼향읍),126.4732852,34.8098549
새열린온누리약국,전라남도 무안군 무안읍 면성1길 113 (무안읍),126.4740983,34.9879067
행복나눔약국,제주특별자치도 제주시 월랑로 59 (노형동),126.474171,33.4902306
나래약국,전라남도 무안군 무안읍 면성1길 107-1 (),126.4744847,34.9884782
국민약국,전라북도 부안군 변산면 격포로 134 (),126.4749192,35.6294176
은혜약국,전라남도 무안군 무안읍 무안중앙로 37 (무안읍),126.4750165,34.9893188
초록약국,제주특별자치도 제주시 수덕로 6 1층 (노형동),126.4752837,33.4886436
메디팜월랑약국,제주특별자치도 제주시 월랑로 39 (노형동),126.4756076,33.4889256
한라약국,"제주특별자치도 제주시 월랑로 33 1층 (노형동, 한라빌딩)",126.4760991,33.4885677
으뜸약국,제주특별자치도 제주시 노형로 376 1층 (노형동),126.4761333,33.4834118
청담약국,제주특별자치도 제주시 노형로 378 1층 101호 (노형동),126.476304,33.48359
미소약국,"제주특별자치도 제주시 월랑로8길 1 (노형동,아란야플라자 1층 105호)",126.4766739,33.4888185
싱싱약국,제주특별자치도 제주시 노형로 386 (노형동),126.4769248,33.4841397
시민약국,전라남도 무안군 무안읍 무안중앙로 17-1 (무안읍),126.4769922,34.9887665
신행복약국,"제주특별자치도 제주시 노형8길 2 (노형동, 지하1층)",126.4773195,33.4843411
전남약국,전라남도 무안군 무안읍 무안중앙로 11 (무안읍),126.4776825,34.9885335
예사랑약국,제주특별자치도 제주시 노형11길 25 1층 (노형동),126.477711,33.4827805
영제약국,제주특별자치도 제주시 노형8길 3 1층 (노형동),126.4777828,33.4844262
예은온누리약국,제주특별자치도 제주시 노형8길 8 1층 (노형동),126.4778471,33.4840012
칠성약국,전라남도 무안군 무안읍 무안로 497 (),126.4780892,34.9879006
정약국,제주특별자치도 제주시 수덕1길 3 (노형동),126.4782289,33.486225
세원약국,제주특별자치도 제주시 월랑로 5 1층 (노형동),126.4782635,33.48669
노형타워약국,제주특별자치도 제주시 노형로 407 102호 (노형동),126.4782833,33.4858236
밝은사랑약국,제주특별자치도 제주시 노형로 407 노형타워 1층 106호 (노형동),126.4782833,33.4858236
백련약국,전라남도 무안군 무안읍 무안중앙로 1 (백련약국),126.478432,34.9882133
무등약국,전라남도 무안군 무안읍 무안중앙로 4 (),126.4784759,34.9884735
노형온누리약국,제주특별자치도 제주시 월랑로 3 (노형동),126.4784822,33.4864768
삼성약국,"제주특별자치도 제주시 월랑로 1 (노형동,1층)",126.4785554,33.4863671
더건강한약국,제주특별자치도 제주시 한라대학로 77-1 1층 (노형동),126.478629,33.4765176
열린약국,제주특별자치도 제주시 월랑로10길 34 (노형동),126.4787337,33.4909276
건강드림약국,제주특별자치도 제주시 도령로 1 1층 (노형동),126.4793043,33.4868039
천지약국,제주특별자치도 제주시 1100로 3347 1층 (노형동),126.4796326,33.4848447
유성약국,"제주특별자치도 제주시 도령로 5 (노형동,1층)",126.4799162,33.4867661
노형한마음약국,"제주특별자치도 제주시 도령로 7 1층 (노형동, 금성빌딩)",126.4800948,33.486656
새봄약국,제주특별자치도 제주시 1100로 3333 B호 (노형동),126.4801422,33.4836142
그린온누리약국,제주특별자치도 제주시 노형12길 27 (노형동),126.4804799,33.4823654
생생약국,제주특별자치도 제주시 원노형남1길 1 (노형동),126.4807247,33.4840028
종로약국,전라남도 무안군 무안읍 공항로 8 (),126.4810989,34.9930938
마트존약국,제주특별자치도 제주시 1100로 3324 (노형동),126.4812051,33.48302
숲약국,"제주특별자치도 제주시 1100로 3213-27 지하2층 202호 (노형동, 천마에코피아2차)",126.4815481,33.4759536
가까운약국,제주특별자치도 제주시 원노형남1길 11 1층 106호 (노형동),126.4817797,33.4842433
은우약국,"제주특별자치도 제주시 1100로 3283 1층 (노형동, 영화빌딩)",126.4818117,33.4793875
스마트약국,제주특별자치도 제주시 연북로 1 롯데마트 1층 (노형동),126.4818509,33.482432
매일약국,제주특별자치도 제주시 노연로 29 (노형동),126.4832283,33.4862254
오룡약국,"전라남도 무안군 일로읍 오룡번영3로 40 위드유타워 108호,109호",126.4835312,34.8035562
감초약국,인천광역시 강화군 강화읍 강화대로 431 (강화읍),126.4836372,37.747159
진약국,제주특별자치도 제주시 연북로 28 1층 (노형동),126.4843517,33.4816875
제주약국,"제주특별자치도 제주시 성신로 13-8 (연동,이화아파트상가 102호, 103호)",126.4848453,33.4909178
신제주대웅약국,제주특별자치도 제주시 성신로 13-8 (연동),126.4848453,33.4909178
신진팜약국,제주특별자치도 제주시 연북로 34 1층 (노형동),126.4849537,33.4816617
한라산약국,제주특별자치도 제주시 성신로 13-4 (연동),126.4852088,33.4909599
연동팜약국,제주특별자치도 제주시 연북로 38 (노형동),126.4853988,33.4816265
진약국,인천광역시 강화군 강화읍 동문안길 6 (),126.4855179,37.7469974
다나약국,인천광역시 강화군 강화읍 동문안길 9 청원빌딩,126.4855357,37.7471911
굿모닝약국,"제주특별자치도 제주시 연북로 40 (노형동,1층)",126.4856225,33.4816308
남산약국,인천광역시 강화군 강화읍 충렬사로 24 1층,126.4858089,37.7372193
마음약국,"제주특별자치도 제주시 도령로 73 103호 (연동, 연동 펠리체)",126.4859299,33.490098
제주토마토약국,"제주특별자치도 제주시 도령로 73 1층 101호 (연동, 연동 펠리체)",126.4859299,33.490098
재경약국,인천광역시 강화군 강화읍 강화대로 412 (),126.4859352,37.7467221
강화정문약국,인천광역시 강화군 강화읍 충렬사로 25 (),126.4859841,37.7367257
신한온누리약국,제주특별자치도 제주시 도령로 74 (연동),126.4863139,33.4897092
대정약국,제주특별자치도 제주시 과원북4길 35 (노형동),126.4863595,33.4812549
은화약국,인천광역시 강화군 강화읍 강화대로 404 (),126.4863685,37.7464122
서울약국,인천광역시 강화군 강화읍 강화대로404번길 4 서울약국,126.4867931,37.7463015
e-믿음약국,인천광역시 강화군 강화읍 강화대로 402 (),126.4868335,37.74614
하하약국,인천광역시 강화군 강화읍 강화대로 395 (준프라자 1층 103호 하하약국),126.4868404,37.7453988
낙산약국,"제주특별자치도 제주시 도령로 87 현대오피스텔 1층 106,107호 (연동)",126.4872533,33.4908658
강화종로약국,인천광역시 강화군 강화읍 강화대로 387 이레빌딩,126.4874136,37.7449927
보건약국,제주특별자치도 제주시 연동3길 37 1층 (연동),126.4880897,33.4865703
영종태평양약국,인천광역시 중구 흰바위로 31 1층 (운서동),126.4884614,37.4927747
오름아래약국,제주특별자치도 제주시 삼무로 18 제주연동 하우스디어반 105호 (연동),126.4886606,33.4895983
현대약국,전라남도 무안군 무안읍 몽탄로 67 (무안읍),126.4890622,34.9914403
희망약국,제주특별자치도 제주시 연북로 76 한성빌딩 1층 (연동),126.4893872,33.4815322
홍익한약국,"제주특별자치도 제주시 노연로 87 102호 (연동, 연동ABC주상복합)",126.4894528,33.4860506
해오름약국,인천광역시 중구 흰바위로 41 2층 (운서동),126.4894823,37.492743
메디팜 조은약국,인천광역시 강화군 강화읍 중앙로 45 정우빌딩,126.4896238,37.7393709
자연약국,제주특별자치도 제주시 노연로 90 1층 (연동),126.4896942,33.4857164
광주약국,제주특별자치도 제주시 국기로 7 (연동),126.4900345,33.4811225
영종우리들약국,인천광역시 중구 영종대로 100 1층 (운서동),126.4900699,37.494896
서울메디칼약국,"인천광역시 중구 신도시남로 137 (운서동, 화평빌딩)",126.4900763,37.4936705
하늘그린약국,인천광역시 중구 신도시남로 137 1층 (운서동),126.4900763,37.4936705
강화약국,인천광역시 강화군 강화읍 중앙로 43 (),126.4904043,37.7397958
에이스팜플러스약국,제주특별자치도 제주시 신대로14길 56 (연동),126.4904813,33.4879954
New제주약국,제주특별자치도 제주시 연동8길 8 (연동),126.4904949,33.4851129
태평양약국,제주특별자치도 제주시 연동7길 30 1층 (연동),126.4905105,33.4872132
이화약국,인천광역시 강화군 강화읍 중앙로 27 (),126.4907415,37.7406592
신세계약국,"제주특별자치도 제주시 연동8길 7 (연동,1층)",126.4908051,33.4851323
W-store보듬약국,인천광역시 중구 영종대로 106 1층 (운서동),126.4909133,37.4948685
유신약국,인천광역시 강화군 길상면 온수길36번길 2 (),126.4909558,37.6395604
모던 한방약국,인천광역시 강화군 강화읍 중앙로 18 (),126.4910373,37.7415199
신세계약국,인천광역시 강화군 강화읍 중앙로 23 (),126.4910945,37.741058
스카이약국,인천광역시 중구 흰바위로 51 롯데마트 3층 (운서동),126.4912091,37.4927087
한라프라자약국,제주특별자치도 제주시 삼무로 46 1층 (연동),126.4915308,33.4896378
전등약국,인천광역시 강화군 길상면 온수길 23 (),126.491869,37.6390599
하나약국,"제주특별자치도 제주시 연북로 99 1층 (연동, 365빌딩)",126.4919722,33.4820782
큰샘온누리약국,인천광역시 강화군 강화읍 중앙로 9 9,126.4920223,37.742143
부부온누리약국,제주특별자치도 제주시 신대로16길 41 (연동),126.4921149,33.4867628
우리약국,전라남도 무안군 일로읍 일로로 48-1 (우리약국),126.4923674,34.8489203
상하약국,전라북도 고창군 상하면 상하로 68 하나의원,126.4931446,35.444107
일로약국,전라남도 무안군 일로읍 일로로 74-1 (),126.4945924,34.8494048
조은약국,전라남도 무안군 일로읍 일로로 78-2 (일로읍),126.494704,34.8490657
하나약국,전라남도 무안군 일로읍 일로로 69 (일로읍),126.494975,34.8506237
영흥우리약국,인천광역시 옹진군 영흥면 영흥로156번길 12-15 (),126.4955906,37.2575594
제주공항약국,"제주특별자치도 제주시 공항로 2 3층 (용담이동, 국제공항)",126.4959513,33.5059364
새한온누리약국,"제주특별자치도 제주시 신대로 128 (연동,신대로128)",126.4960596,33.4858518
일로건강약국,전라남도 무안군 일로읍 일로로 99-1 (일로읍),126.4961089,34.8471733
강화명약국,인천광역시 강화군 강화읍 강화대로312번길 12 (),126.4961832,37.7420408
태평양약국,인천광역시 옹진군 영흥면 영흥북로 11 (),126.4975912,37.2559819
운서마루약국,인천광역시 중구 영종대로 184 영종예스타워복합상영관 115호 (운서동),126.4987797,37.4922651
